doc_id,travel_sponsor,sponsors_cleaned,sponsor
500007350,The Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500007353,The Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500007355,The Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500007356,Columbia University Law School,Columbia University Law School,Columbia University Law School
500007357,The Everglades Foundation,The Everglades Foundation,Everglades Foundation
500007358,Everglades Foundation,Everglades Foundation,Everglades Foundation
500007359,The German Marshall Fund of the United States (GMF) and The Henry Jackson Society,German Marshall Fund Of The United States; The Henry Jackson Society,German Marshall Fund of the United States
500007359,The German Marshall Fund of the United States (GMF) and The Henry Jackson Society,German Marshall Fund Of The United States; The Henry Jackson Society,Henry Jackson Society
500007360,Deposition Reporters Association of California,Deposition Reporters Association Of California,Deposition Reporters Association of California
500007362,Healthcare Information and Management Systems Society (HIMSS),Healthcare Information Management Systems Society,Healthcare Information Management Systems Society
500007363,Healthcare Information Managements Systems Society (HIMSS),Healthcare Information Management Systems Society,Healthcare Information Management Systems Society
500007364,Congressional Institute,Congressional Institute,Congressional Institute
500007365,The Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500007366,Fu Jen Catholic University,Fu Jen Catholic University,Fu Jen Catholic University
500007367,Fu Jen Catholic University,Fu Jen Catholic University,Fu Jen Catholic University
500007369,The Depository Trust & Clearing Corporation,Depository Trust And Clearing Corporation,Depository Trust and Clearing Corporation
500007370,Depository Trust and Clearing Corporation (DTCC),Sepository Trust And Clearing Corporation,Sepository Trust and Clearing Corporation
500007371,The Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500007372,The Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500007373,The Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500007381,Fu Jen Catholic University,Fu Jen Catholic University,Fu Jen Catholic University
500007382,Wisdom 2.0 Productions,Wisdom 2.0,Wisdom 2.0
500007383,Healthcare information and Management Systems,Healthcare Information Management Systems Society,Healthcare Information Management Systems Society
500007384,J Street Education Fund (JSEF) and Womens Donors Network (WDN),J Street Education Fund;Women Donors Network,J Street Education Fund
500007384,J Street Education Fund (JSEF) and Womens Donors Network (WDN),J Street Education Fund;Women Donors Network,Women Donors Network
500007385,The Depository Trust and Clearing Corporation (DTCC),Depository Trust And Clearing Corporation,Depository Trust and Clearing Corporation
500007386,DTCC (The Depository Trust and Clearing Corporation),Depository Trust And Clearing Corporation,Depository Trust and Clearing Corporation
500007387,J Street Education Fund (JSEF) and Women Donors Network,J Street Education Fund;Women Donors Network,J Street Education Fund
500007387,J Street Education Fund (JSEF) and Women Donors Network,J Street Education Fund;Women Donors Network,Women Donors Network
500007388,Fu Jen Catholic University,Fu Jen Catholic University,Fu Jen Catholic University
500007389,J Street Education Fund and Women Donor Network,J Street Education Fund;Women Donors Network,J Street Education Fund
500007389,J Street Education Fund and Women Donor Network,J Street Education Fund;Women Donors Network,Women Donors Network
500007390,The Congressional Black Caucus Political Education and Leadership Institute,Congressional Black Caucus Foundation,Congressional Black Caucus Foundation
500007393,US Fish and Wildlife Service; International Conservation Caucus Foundation (ICCF),Us Fish And Wildlife Service; International Conservation Caucus Foundation,U.S. Fish and Wildlife Service
500007393,US Fish and Wildlife Service; International Conservation Caucus Foundation (ICCF),Us Fish And Wildlife Service; International Conservation Caucus Foundation,International Conservation Caucus Foundation
500007395,International Conservation Caucus Foundation and the U.S. Fish and Wildlife Service,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,International Conservation Caucus Foundation
500007395,International Conservation Caucus Foundation and the U.S. Fish and Wildlife Service,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,U.S. Fish and Wildlife Service
500007397,J Street Education and Women Donors Network,J Street Education Fund;Women Donors Network,J Street Education Fund
500007397,J Street Education and Women Donors Network,J Street Education Fund;Women Donors Network,Women Donors Network
500007400,International Conservation Caucus Foundation and the U.S. Fish and Wildlife Service,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,International Conservation Caucus Foundation
500007400,International Conservation Caucus Foundation and the U.S. Fish and Wildlife Service,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,U.S. Fish and Wildlife Service
500007401,International Conservation Caucus Foundation,International Conservation Caucus Foundation,International Conservation Caucus Foundation
500007402,The Depository Trust & Clearing Corporation,Depository Trust And Clearing Corporation,Depository Trust and Clearing Corporation
500007403,"Sutherland Asbill & Brennan, LLP.","Sutherland Asbill & Brennan, Llp.","Sutherland Asbill & Brennan, LLP"
500007404,International Conservation Caucus Foundation & U.S. Fish and Wildlife Service,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,International Conservation Caucus Foundation
500007404,International Conservation Caucus Foundation & U.S. Fish and Wildlife Service,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,U.S. Fish and Wildlife Service
500007405,HIMSS,Healthcare Information Management Systems Society,Healthcare Information Management Systems Society
500007406,The Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500007407,Depository Trust and Clearing Corporation,Sepository Trust And Clearing Corporation,Sepository Trust and Clearing Corporation
500007408,International Conservation Caucus Foundation,International Conservation Caucus Foundation,International Conservation Caucus Foundation
500007409,Healthcare Information and Management Systems Society (HIMSS),Healthcare Information Management Systems Society,Healthcare Information Management Systems Society
500007410,J St. Education Fund and Women Donor's Network,J Street Education Fund;Women Donors Network,J Street Education Fund
500007410,J St. Education Fund and Women Donor's Network,J Street Education Fund;Women Donors Network,Women Donors Network
500007411,ICCF and US Fish and Wildlife Service,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,International Conservation Caucus Foundation
500007411,ICCF and US Fish and Wildlife Service,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,U.S. Fish and Wildlife Service
500007414,ICCF and U.S. Fish and Wildlife Service,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,International Conservation Caucus Foundation
500007414,ICCF and U.S. Fish and Wildlife Service,International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,U.S. Fish and Wildlife Service
500007415,Young America's Foundation,Young America's Foundation,Young America's Foundation
500007416,"International Conservation Caucus Foundation, and U.S. Fish and Wildlife Service",International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,International Conservation Caucus Foundation
500007416,"International Conservation Caucus Foundation, and U.S. Fish and Wildlife Service",International Conservation Caucus Foundation;U.S. Fish And Wildlife Foundation,U.S. Fish and Wildlife Service
500007417,J Street Fund (JSEF) and Women's Donors network (WDN),J Street Education Fund;Women Donors Network,J Street Education Fund
500007417,J Street Fund (JSEF) and Women's Donors network (WDN),J Street Education Fund;Women Donors Network,Women Donors Network
500007418,Depository Trust & Clearing Corp.,Sepository Trust And Clearing Corporation,Sepository Trust and Clearing Corporation
500007419,"Jewish Community Relations Council of New York, Inc. (JCRC)",Jewish Community Relations Council,Jewish Community Relations Council
500007420,Healthcare Information and Management Systems Society (HIMSS),Healthcare Information Management Systems Society,Healthcare Information Management Systems Society
500007421,The Everglades Foundation,The Everglades Foundation,Everglades Foundation
500007422,Depository Trust and Clearing Corporation,Sepository Trust And Clearing Corporation,Sepository Trust and Clearing Corporation
500007423,JCRC and International Committee for the Preservation of Har Hazeitim,Jewish Community Relations Council;International Committee for the Preservation of Har Hazeitim,Jewish Community Relations Council
500007423,JCRC and International Committee for the Preservation of Har Hazeitim,Jewish Community Relations Council;International Committee for the Preservation of Har Hazeitim,International Committee for the Preservation of Har Hazeitim
